instance_id,temperature,max_attempts,seed,audit,final_passed,safe_pass,total_attempts,first_pass_attempt,oscillation_count,oscillation_index,regression_count,updates_accepted,updates_rejected,error
django__django-14999,0.3,5,137,none,1,1,2,2,1,1.0,0,0,0,
django__django-15347,0.3,5,137,none,1,1,5,5,1,0.25,0,0,0,
django__django-15695,0.3,5,137,none,0,0,5,0,0,0.0,0,0,0,
django__django-15814,0.3,5,137,none,0,0,5,0,0,0.0,0,0,0,
django__django-15819,0.3,5,137,none,1,1,1,1,0,0.0,0,0,0,
django__django-16046,0.3,5,137,none,0,0,5,0,0,0.0,0,0,0,
django__django-16595,0.3,5,137,none,0,0,5,0,0,0.0,0,0,0,
django__django-16910,0.3,5,137,none,0,0,5,0,0,0.0,0,0,0,
matplotlib__matplotlib-23299,0.3,5,137,none,1,1,1,1,0,0.0,0,0,0,
matplotlib__matplotlib-23476,0.3,5,137,none,0,0,5,0,0,0.0,0,0,0,
matplotlib__matplotlib-24265,0.3,5,137,none,0,0,5,0,0,0.0,0,0,0,
matplotlib__matplotlib-25442,0.3,5,137,none,1,1,2,2,1,1.0,0,0,0,
pydata__xarray-4094,0.3,5,137,none,0,0,5,0,0,0.0,0,0,0,
pylint-dev__pylint-6506,0.3,5,137,none,1,1,2,2,1,1.0,0,0,0,
pytest-dev__pytest-5227,0.3,5,137,none,0,0,5,0,0,0.0,0,0,0,
pytest-dev__pytest-7220,0.3,5,137,none,0,0,5,0,0,0.0,0,0,0,
pytest-dev__pytest-7490,0.3,5,137,none,0,0,5,0,0,0.0,0,0,0,
scikit-learn__scikit-learn-13496,0.3,5,137,none,0,0,5,0,0,0.0,0,0,0,
scikit-learn__scikit-learn-13584,0.3,5,137,none,0,0,5,0,0,0.0,0,0,0,
scikit-learn__scikit-learn-15535,0.3,5,137,none,0,0,5,0,0,0.0,0,0,0,
sphinx-doc__sphinx-10451,0.3,5,137,none,0,0,5,0,0,0.0,0,0,0,
sphinx-doc__sphinx-8474,0.3,5,137,none,0,0,5,0,0,0.0,0,0,0,
sphinx-doc__sphinx-8506,0.3,5,137,none,0,0,5,0,0,0.0,0,0,0,
sphinx-doc__sphinx-8595,0.3,5,137,none,0,0,5,0,0,0.0,0,0,0,
sphinx-doc__sphinx-8801,0.3,5,137,none,0,0,5,0,0,0.0,0,0,0,
sympy__sympy-11870,0.3,5,137,none,1,1,2,2,1,1.0,0,0,0,
sympy__sympy-13915,0.3,5,137,none,0,0,5,0,0,0.0,0,0,0,
sympy__sympy-14308,0.3,5,137,none,0,0,5,0,0,0.0,0,0,0,
sympy__sympy-16281,0.3,5,137,none,0,0,5,0,0,0.0,0,0,0,
sympy__sympy-18199,0.3,5,137,none,1,1,1,1,0,0.0,0,0,0,
sympy__sympy-18698,0.3,5,137,none,1,1,2,2,1,1.0,0,0,0,
sympy__sympy-21055,0.3,5,137,none,0,0,5,0,0,0.0,0,0,0,
sympy__sympy-21612,0.3,5,137,none,1,1,2,2,1,1.0,0,0,0,
sympy__sympy-23191,0.3,5,137,none,0,0,5,0,0,0.0,0,0,0,
astropy__astropy-14182,0.3,5,2024,none,1,1,2,2,1,1.0,0,0,0,
django__django-11815,0.3,5,2024,none,0,0,5,0,0,0.0,0,0,0,
django__django-12184,0.3,5,2024,none,1,1,2,2,1,1.0,0,0,0,
django__django-12284,0.3,5,2024,none,1,1,1,1,0,0.0,0,0,0,
django__django-13158,0.3,5,2024,none,0,0,5,0,0,0.0,0,0,0,
django__django-13265,0.3,5,2024,none,0,0,5,0,0,0.0,0,0,0,
django__django-13757,0.3,5,2024,none,1,1,1,1,0,0.0,0,0,0,
django__django-13925,0.3,5,2024,none,0,0,5,0,0,0.0,0,0,0,
django__django-14017,0.3,5,2024,none,1,1,5,5,1,0.25,0,0,0,
django__django-14238,0.3,5,2024,none,1,1,1,1,0,0.0,0,0,0,
django__django-14382,0.3,5,2024,none,1,1,1,1,0,0.0,0,0,0,
django__django-14999,0.3,5,2024,none,0,0,5,0,0,0.0,0,0,0,
django__django-15347,0.3,5,2024,none,0,0,5,0,0,0.0,0,0,0,
django__django-15695,0.3,5,2024,none,0,0,5,0,0,0.0,0,0,0,
django__django-15814,0.3,5,2024,none,0,0,5,0,0,0.0,0,0,0,
django__django-15819,0.3,5,2024,none,1,1,4,4,1,0.3333,0,0,0,
django__django-16046,0.3,5,2024,none,0,0,5,0,0,0.0,0,0,0,
django__django-16595,0.3,5,2024,none,0,0,5,0,0,0.0,0,0,0,
django__django-16910,0.3,5,2024,none,0,0,5,0,0,0.0,0,0,0,
matplotlib__matplotlib-23299,0.3,5,2024,none,1,1,1,1,0,0.0,0,0,0,
matplotlib__matplotlib-23476,0.3,5,2024,none,1,1,1,1,0,0.0,0,0,0,
matplotlib__matplotlib-24265,0.3,5,2024,none,0,0,5,0,0,0.0,0,0,0,
matplotlib__matplotlib-25442,0.3,5,2024,none,1,1,4,4,1,0.3333,0,0,0,
pydata__xarray-4094,0.3,5,2024,none,0,0,5,0,0,0.0,0,0,0,
pylint-dev__pylint-6506,0.3,5,2024,none,1,1,1,1,0,0.0,0,0,0,
pytest-dev__pytest-5227,0.3,5,2024,none,0,0,5,0,0,0.0,0,0,0,
pytest-dev__pytest-7220,0.3,5,2024,none,0,0,5,0,0,0.0,0,0,0,
pytest-dev__pytest-7490,0.3,5,2024,none,0,0,5,0,0,0.0,0,0,0,
scikit-learn__scikit-learn-13496,0.3,5,2024,none,0,0,5,0,0,0.0,0,0,0,
scikit-learn__scikit-learn-13584,0.3,5,2024,none,0,0,5,0,0,0.0,0,0,0,
scikit-learn__scikit-learn-15535,0.3,5,2024,none,0,0,5,0,0,0.0,0,0,0,
sphinx-doc__sphinx-10451,0.3,5,2024,none,0,0,5,0,0,0.0,0,0,0,
sphinx-doc__sphinx-8474,0.3,5,2024,none,0,0,5,0,0,0.0,0,0,0,
sphinx-doc__sphinx-8506,0.3,5,2024,none,0,0,5,0,0,0.0,0,0,0,
sphinx-doc__sphinx-8595,0.3,5,2024,none,1,1,1,1,0,0.0,0,0,0,
sphinx-doc__sphinx-8801,0.3,5,2024,none,0,0,5,0,0,0.0,0,0,0,
sympy__sympy-11870,0.3,5,2024,none,0,0,5,0,0,0.0,0,0,0,
sympy__sympy-13915,0.3,5,2024,none,0,0,5,0,0,0.0,0,0,0,
sympy__sympy-14308,0.3,5,2024,none,1,1,3,3,1,0.5,0,0,0,
sympy__sympy-16281,0.3,5,2024,none,0,0,5,0,0,0.0,0,0,0,
sympy__sympy-18199,0.3,5,2024,none,0,0,5,0,0,0.0,0,0,0,
sympy__sympy-18698,0.3,5,2024,none,1,1,2,2,1,1.0,0,0,0,
sympy__sympy-21055,0.3,5,2024,none,0,0,5,0,0,0.0,0,0,0,
sympy__sympy-21612,0.3,5,2024,none,0,0,5,0,0,0.0,0,0,0,
sympy__sympy-23191,0.3,5,2024,none,0,0,5,0,0,0.0,0,0,0,
astropy__astropy-14182,0.3,5,42,C2,1,1,2,2,1,1.0,0,1,0,
django__django-11815,0.3,5,42,C2,0,0,5,0,0,0.0,0,0,4,
django__django-12184,0.3,5,42,C2,0,0,5,0,0,0.0,0,0,4,
django__django-12284,0.3,5,42,C2,1,1,1,1,0,0.0,0,0,0,
django__django-13158,0.3,5,42,C2,0,0,5,0,0,0.0,0,0,4,
django__django-13265,0.3,5,42,C2,0,0,5,0,0,0.0,0,0,4,
django__django-13757,0.3,5,42,C2,1,1,1,1,0,0.0,0,0,0,
django__django-13925,0.3,5,42,C2,0,0,5,0,0,0.0,0,0,4,
django__django-14017,0.3,5,42,C2,0,0,5,0,0,0.0,0,0,4,
django__django-14238,0.3,5,42,C2,1,1,1,1,0,0.0,0,0,0,
django__django-14382,0.3,5,42,C2,0,0,5,0,0,0.0,0,0,4,
django__django-14999,0.3,5,42,C2,1,1,2,2,1,1.0,0,1,0,
django__django-15347,0.3,5,42,C2,0,0,5,0,0,0.0,0,0,4,
django__django-15695,0.3,5,42,C2,1,1,1,1,0,0.0,0,0,0,
django__django-15814,0.3,5,42,C2,1,1,2,2,1,1.0,0,1,0,
django__django-15819,0.3,5,42,C2,0,0,5,0,0,0.0,0,0,4,
django__django-16046,0.3,5,42,C2,0,0,5,0,0,0.0,0,0,4,
django__django-16595,0.3,5,42,C2,1,1,2,2,1,1.0,0,1,0,
django__django-16910,0.3,5,42,C2,0,0,5,0,0,0.0,0,0,4,
matplotlib__matplotlib-23299,0.3,5,42,C2,0,0,5,0,0,0.0,0,0,4,
matplotlib__matplotlib-23476,0.3,5,42,C2,0,0,5,0,0,0.0,0,0,4,
matplotlib__matplotlib-24265,0.3,5,42,C2,1,1,5,5,1,0.25,0,1,3,
matplotlib__matplotlib-25442,0.3,5,42,C2,1,1,2,2,1,1.0,0,1,0,
pydata__xarray-4094,0.3,5,42,C2,0,0,5,0,0,0.0,0,0,4,
pylint-dev__pylint-6506,0.3,5,42,C2,1,1,1,1,0,0.0,0,0,0,
pytest-dev__pytest-5227,0.3,5,42,C2,0,0,5,0,0,0.0,0,0,4,
pytest-dev__pytest-7220,0.3,5,42,C2,0,0,5,0,0,0.0,0,0,4,
pytest-dev__pytest-7490,0.3,5,42,C2,0,0,5,0,0,0.0,0,0,4,
scikit-learn__scikit-learn-13496,0.3,5,42,C2,0,0,5,0,0,0.0,0,0,4,
scikit-learn__scikit-learn-13584,0.3,5,42,C2,0,0,5,0,0,0.0,0,0,4,
scikit-learn__scikit-learn-15535,0.3,5,42,C2,0,0,5,0,0,0.0,0,0,4,
sphinx-doc__sphinx-10451,0.3,5,42,C2,0,0,5,0,0,0.0,0,0,4,
sphinx-doc__sphinx-8474,0.3,5,42,C2,0,0,5,0,0,0.0,0,0,4,
sphinx-doc__sphinx-8506,0.3,5,42,C2,0,0,5,0,0,0.0,0,0,4,
sphinx-doc__sphinx-8595,0.3,5,42,C2,1,1,2,2,1,1.0,0,1,0,
sphinx-doc__sphinx-8801,0.3,5,42,C2,0,0,5,0,0,0.0,0,0,4,
sympy__sympy-11870,0.3,5,42,C2,1,1,2,2,1,1.0,0,1,0,
sympy__sympy-13915,0.3,5,42,C2,0,0,5,0,0,0.0,0,0,4,
sympy__sympy-14308,0.3,5,42,C2,0,0,5,0,0,0.0,0,0,4,
sympy__sympy-16281,0.3,5,42,C2,0,0,5,0,0,0.0,0,0,4,
sympy__sympy-18199,0.3,5,42,C2,0,0,5,0,0,0.0,0,0,4,
sympy__sympy-18698,0.3,5,42,C2,0,0,5,0,0,0.0,0,0,4,
sympy__sympy-21055,0.3,5,42,C2,1,1,2,2,1,1.0,0,1,0,
sympy__sympy-21612,0.3,5,42,C2,0,0,5,0,0,0.0,0,0,4,
sympy__sympy-23191,0.3,5,42,C2,0,0,5,0,0,0.0,0,0,4,
astropy__astropy-14182,0.3,5,137,C2,1,1,1,1,0,0.0,0,0,0,
django__django-11815,0.3,5,137,C2,1,1,4,4,1,0.3333,0,1,2,
django__django-12184,0.3,5,137,C2,1,1,2,2,1,1.0,0,1,0,
django__django-12284,0.3,5,137,C2,0,0,5,0,0,0.0,0,0,4,
django__django-13158,0.3,5,137,C2,0,0,5,0,0,0.0,0,0,4,
django__django-13265,0.3,5,137,C2,0,0,5,0,0,0.0,0,0,4,
django__django-13757,0.3,5,137,C2,1,1,1,1,0,0.0,0,0,0,
django__django-13925,0.3,5,137,C2,0,0,5,0,0,0.0,0,0,4,
django__django-14017,0.3,5,137,C2,1,1,3,3,1,0.5,0,1,1,
django__django-14238,0.3,5,137,C2,1,1,1,1,0,0.0,0,0,0,
django__django-14382,0.3,5,137,C2,1,1,1,1,0,0.0,0,0,0,
django__django-14999,0.3,5,137,C2,1,1,2,2,1,1.0,0,1,0,
django__django-15347,0.3,5,137,C2,0,0,5,0,0,0.0,0,0,4,
django__django-15695,0.3,5,137,C2,0,0,5,0,0,0.0,0,0,4,
django__django-15814,0.3,5,137,C2,0,0,5,0,0,0.0,0,0,4,
django__django-15819,0.3,5,137,C2,1,1,1,1,0,0.0,0,0,0,
django__django-16046,0.3,5,137,C2,0,0,5,0,0,0.0,0,0,4,
django__django-16595,0.3,5,137,C2,0,0,5,0,0,0.0,0,0,4,
django__django-16910,0.3,5,137,C2,0,0,5,0,0,0.0,0,0,4,
matplotlib__matplotlib-23299,0.3,5,137,C2,1,1,1,1,0,0.0,0,0,0,
matplotlib__matplotlib-23476,0.3,5,137,C2,0,0,5,0,0,0.0,0,0,4,
matplotlib__matplotlib-24265,0.3,5,137,C2,1,1,3,3,1,0.5,0,1,1,
matplotlib__matplotlib-25442,0.3,5,137,C2,1,1,2,2,1,1.0,0,1,0,
pydata__xarray-4094,0.3,5,137,C2,0,0,5,0,0,0.0,0,0,4,
pylint-dev__pylint-6506,0.3,5,137,C2,1,1,2,2,1,1.0,0,1,0,
pytest-dev__pytest-5227,0.3,5,137,C2,0,0,5,0,0,0.0,0,0,4,
pytest-dev__pytest-7220,0.3,5,137,C2,0,0,5,0,0,0.0,0,0,4,
pytest-dev__pytest-7490,0.3,5,137,C2,0,0,5,0,0,0.0,0,0,4,
scikit-learn__scikit-learn-13496,0.3,5,137,C2,0,0,5,0,0,0.0,0,0,4,
scikit-learn__scikit-learn-13584,0.3,5,137,C2,0,0,5,0,0,0.0,0,0,4,
scikit-learn__scikit-learn-15535,0.3,5,137,C2,0,0,5,0,0,0.0,0,0,4,
sphinx-doc__sphinx-10451,0.3,5,137,C2,0,0,5,0,0,0.0,0,0,4,
sphinx-doc__sphinx-8474,0.3,5,137,C2,0,0,5,0,0,0.0,0,0,4,
sphinx-doc__sphinx-8506,0.3,5,137,C2,0,0,5,0,0,0.0,0,0,4,
sphinx-doc__sphinx-8595,0.3,5,137,C2,1,1,3,3,1,0.5,0,1,1,
sphinx-doc__sphinx-8801,0.3,5,137,C2,0,0,5,0,0,0.0,0,0,4,
sympy__sympy-11870,0.3,5,137,C2,1,1,2,2,1,1.0,0,1,0,
sympy__sympy-13915,0.3,5,137,C2,0,0,5,0,0,0.0,0,0,4,
sympy__sympy-14308,0.3,5,137,C2,0,0,5,0,0,0.0,0,0,4,
sympy__sympy-16281,0.3,5,137,C2,0,0,5,0,0,0.0,0,0,4,
sympy__sympy-18199,0.3,5,137,C2,1,1,1,1,0,0.0,0,0,0,
sympy__sympy-18698,0.3,5,137,C2,1,1,2,2,1,1.0,0,1,0,
sympy__sympy-21055,0.3,5,137,C2,0,0,5,0,0,0.0,0,0,4,
sympy__sympy-21612,0.3,5,137,C2,1,1,2,2,1,1.0,0,1,0,
sympy__sympy-23191,0.3,5,137,C2,0,0,5,0,0,0.0,0,0,4,
astropy__astropy-14182,0.3,5,2024,C2,1,1,2,2,1,1.0,0,1,0,
django__django-11815,0.3,5,2024,C2,1,1,3,3,1,0.5,0,1,1,
django__django-12184,0.3,5,2024,C2,1,1,2,2,1,1.0,0,1,0,
django__django-12284,0.3,5,2024,C2,1,1,1,1,0,0.0,0,0,0,
django__django-13158,0.3,5,2024,C2,0,0,5,0,0,0.0,0,0,4,
django__django-13265,0.3,5,2024,C2,0,0,5,0,0,0.0,0,0,4,
django__django-13757,0.3,5,2024,C2,1,1,1,1,0,0.0,0,0,0,
django__django-13925,0.3,5,2024,C2,0,0,5,0,0,0.0,0,0,4,
django__django-14017,0.3,5,2024,C2,0,0,5,0,0,0.0,0,0,4,
django__django-14238,0.3,5,2024,C2,1,1,1,1,0,0.0,0,0,0,
django__django-14382,0.3,5,2024,C2,1,1,1,1,0,0.0,0,0,0,
django__django-14999,0.3,5,2024,C2,0,0,5,0,0,0.0,0,0,4,
django__django-15347,0.3,5,2024,C2,1,1,4,4,1,0.3333,0,1,2,
django__django-15695,0.3,5,2024,C2,0,0,5,0,0,0.0,0,0,4,
django__django-15814,0.3,5,2024,C2,0,0,5,0,0,0.0,0,0,4,
django__django-15819,0.3,5,2024,C2,1,1,3,3,1,0.5,0,1,1,
django__django-16046,0.3,5,2024,C2,0,0,5,0,0,0.0,0,0,4,
django__django-16595,0.3,5,2024,C2,0,0,5,0,0,0.0,0,0,4,
sphinx-doc__sphinx-8801,0.3,5,42,none,0,0,5,0,0,0.0,0,0,0,
django__django-16910,0.3,5,2024,C2,0,0,5,0,0,0.0,0,0,4,
matplotlib__matplotlib-23299,0.3,5,2024,C2,1,1,1,1,0,0.0,0,0,0,
matplotlib__matplotlib-23476,0.3,5,2024,C2,1,1,1,1,0,0.0,0,0,0,
matplotlib__matplotlib-24265,0.3,5,2024,C2,0,0,5,0,0,0.0,0,0,4,
matplotlib__matplotlib-25442,0.3,5,2024,C2,0,0,5,0,0,0.0,0,0,4,
pydata__xarray-4094,0.3,5,2024,C2,0,0,5,0,0,0.0,0,0,4,
pylint-dev__pylint-6506,0.3,5,2024,C2,1,1,1,1,0,0.0,0,0,0,
pytest-dev__pytest-5227,0.3,5,2024,C2,0,0,5,0,0,0.0,0,0,4,
pytest-dev__pytest-7220,0.3,5,2024,C2,0,0,5,0,0,0.0,0,0,4,
pytest-dev__pytest-7490,0.3,5,2024,C2,0,0,5,0,0,0.0,0,0,4,
scikit-learn__scikit-learn-13496,0.3,5,2024,C2,0,0,5,0,0,0.0,0,0,4,
scikit-learn__scikit-learn-13584,0.3,5,2024,C2,0,0,5,0,0,0.0,0,0,4,
scikit-learn__scikit-learn-15535,0.3,5,2024,C2,0,0,5,0,0,0.0,0,0,4,
sphinx-doc__sphinx-10451,0.3,5,2024,C2,0,0,5,0,0,0.0,0,0,4,
sphinx-doc__sphinx-8474,0.3,5,2024,C2,0,0,5,0,0,0.0,0,0,4,
sphinx-doc__sphinx-8506,0.3,5,2024,C2,0,0,5,0,0,0.0,0,0,4,
sphinx-doc__sphinx-8595,0.3,5,2024,C2,1,1,1,1,0,0.0,0,0,0,
sphinx-doc__sphinx-8801,0.3,5,2024,C2,0,0,5,0,0,0.0,0,0,4,
sympy__sympy-11870,0.3,5,2024,C2,0,0,5,0,0,0.0,0,0,4,
sympy__sympy-13915,0.3,5,2024,C2,0,0,5,0,0,0.0,0,0,4,
sympy__sympy-14308,0.3,5,2024,C2,0,0,5,0,0,0.0,0,0,4,
sympy__sympy-16281,0.3,5,2024,C2,0,0,5,0,0,0.0,0,0,4,
sympy__sympy-18199,0.3,5,2024,C2,0,0,5,0,0,0.0,0,0,4,
sympy__sympy-18698,0.3,5,2024,C2,1,1,2,2,1,1.0,0,1,0,
sympy__sympy-21055,0.3,5,2024,C2,0,0,5,0,0,0.0,0,0,4,
sympy__sympy-21612,0.3,5,2024,C2,0,0,5,0,0,0.0,0,0,4,
sympy__sympy-23191,0.3,5,2024,C2,0,0,5,0,0,0.0,0,0,4,
astropy__astropy-14182,0.3,7,42,none,1,1,2,2,1,1.0,0,0,0,
django__django-11815,0.3,7,42,none,0,0,7,0,0,0.0,0,0,0,
django__django-12184,0.3,7,42,none,0,0,7,0,0,0.0,0,0,0,
django__django-12284,0.3,7,42,none,1,1,1,1,0,0.0,0,0,0,
django__django-13158,0.3,7,42,none,0,0,7,0,0,0.0,0,0,0,
django__django-13265,0.3,7,42,none,0,0,7,0,0,0.0,0,0,0,
django__django-13757,0.3,7,42,none,1,1,1,1,0,0.0,0,0,0,
django__django-13925,0.3,7,42,none,0,0,7,0,0,0.0,0,0,0,
django__django-14017,0.3,7,42,none,1,1,6,6,1,0.2,0,0,0,
django__django-14238,0.3,7,42,none,1,1,1,1,0,0.0,0,0,0,
django__django-14382,0.3,7,42,none,0,0,7,0,0,0.0,0,0,0,
django__django-14999,0.3,7,42,none,1,1,2,2,1,1.0,0,0,0,
django__django-15347,0.3,7,42,none,0,0,7,0,0,0.0,0,0,0,
django__django-15695,0.3,7,42,none,1,1,1,1,0,0.0,0,0,0,
django__django-15814,0.3,7,42,none,1,1,2,2,1,1.0,0,0,0,
django__django-15819,0.3,7,42,none,0,0,7,0,0,0.0,0,0,0,
django__django-16046,0.3,7,42,none,1,1,5,5,1,0.25,0,0,0,
django__django-16595,0.3,7,42,none,1,1,2,2,1,1.0,0,0,0,
django__django-16910,0.3,7,42,none,1,1,3,3,1,0.5,0,0,0,
matplotlib__matplotlib-23299,0.3,7,42,none,0,0,7,0,0,0.0,0,0,0,
matplotlib__matplotlib-23476,0.3,7,42,none,1,1,4,4,1,0.3333,0,0,0,
matplotlib__matplotlib-24265,0.3,7,42,none,1,1,5,5,1,0.25,0,0,0,
matplotlib__matplotlib-25442,0.3,7,42,none,1,1,2,2,1,1.0,0,0,0,
pydata__xarray-4094,0.3,7,42,none,0,0,7,0,0,0.0,0,0,0,
pylint-dev__pylint-6506,0.3,7,42,none,1,1,1,1,0,0.0,0,0,0,
pytest-dev__pytest-5227,0.3,7,42,none,0,0,7,0,0,0.0,0,0,0,
pytest-dev__pytest-7220,0.3,7,42,none,0,0,7,0,0,0.0,0,0,0,
pytest-dev__pytest-7490,0.3,7,42,none,0,0,7,0,0,0.0,0,0,0,
scikit-learn__scikit-learn-13496,0.3,7,42,none,0,0,7,0,0,0.0,0,0,0,
scikit-learn__scikit-learn-13584,0.3,7,42,none,0,0,7,0,0,0.0,0,0,0,
scikit-learn__scikit-learn-15535,0.3,7,42,none,0,0,7,0,0,0.0,0,0,0,
sphinx-doc__sphinx-10451,0.3,7,42,none,0,0,7,0,0,0.0,0,0,0,
sphinx-doc__sphinx-8474,0.3,7,42,none,0,0,7,0,0,0.0,0,0,0,
sphinx-doc__sphinx-8506,0.3,7,42,none,0,0,7,0,0,0.0,0,0,0,
sphinx-doc__sphinx-8595,0.3,7,42,none,1,1,2,2,1,1.0,0,0,0,
sphinx-doc__sphinx-8801,0.3,7,42,none,0,0,7,0,0,0.0,0,0,0,
sympy__sympy-11870,0.3,7,42,none,1,1,2,2,1,1.0,0,0,0,
sympy__sympy-13915,0.3,7,42,none,0,0,7,0,0,0.0,0,0,0,
sympy__sympy-14308,0.3,7,42,none,0,0,7,0,0,0.0,0,0,0,
sympy__sympy-16281,0.3,7,42,none,0,0,7,0,0,0.0,0,0,0,
sympy__sympy-18199,0.3,7,42,none,0,0,7,0,0,0.0,0,0,0,
sympy__sympy-18698,0.3,7,42,none,1,1,4,4,1,0.3333,0,0,0,
sympy__sympy-21055,0.3,7,42,none,1,1,2,2,1,1.0,0,0,0,
sympy__sympy-21612,0.3,7,42,none,1,1,3,3,1,0.5,0,0,0,
sympy__sympy-23191,0.3,7,42,none,0,0,7,0,0,0.0,0,0,0,
astropy__astropy-14182,0.3,7,137,none,1,1,1,1,0,0.0,0,0,0,
django__django-11815,0.3,7,137,none,0,0,7,0,0,0.0,0,0,0,
django__django-12184,0.3,7,137,none,1,1,2,2,1,1.0,0,0,0,
django__django-12284,0.3,7,137,none,0,0,7,0,0,0.0,0,0,0,
django__django-13158,0.3,7,137,none,0,0,7,0,0,0.0,0,0,0,
django__django-13265,0.3,7,137,none,0,0,7,0,0,0.0,0,0,0,
django__django-13757,0.3,7,137,none,1,1,1,1,0,0.0,0,0,0,
django__django-13925,0.3,7,137,none,1,1,6,6,1,0.2,0,0,0,
django__django-14017,0.3,7,137,none,1,1,3,3,1,0.5,0,0,0,
django__django-14238,0.3,7,137,none,1,1,1,1,0,0.0,0,0,0,
django__django-14382,0.3,7,137,none,1,1,1,1,0,0.0,0,0,0,
django__django-14999,0.3,7,137,none,1,1,2,2,1,1.0,0,0,0,
django__django-15347,0.3,7,137,none,1,1,5,5,1,0.25,0,0,0,
django__django-15695,0.3,7,137,none,0,0,7,0,0,0.0,0,0,0,
django__django-15814,0.3,7,137,none,0,0,7,0,0,0.0,0,0,0,
django__django-15819,0.3,7,137,none,1,1,1,1,0,0.0,0,0,0,
django__django-16046,0.3,7,137,none,0,0,7,0,0,0.0,0,0,0,
django__django-16595,0.3,7,137,none,0,0,7,0,0,0.0,0,0,0,
django__django-16910,0.3,7,137,none,0,0,7,0,0,0.0,0,0,0,
matplotlib__matplotlib-23299,0.3,7,137,none,1,1,1,1,0,0.0,0,0,0,
matplotlib__matplotlib-23476,0.3,7,137,none,0,0,7,0,0,0.0,0,0,0,
matplotlib__matplotlib-24265,0.3,7,137,none,0,0,7,0,0,0.0,0,0,0,
matplotlib__matplotlib-25442,0.3,7,137,none,1,1,2,2,1,1.0,0,0,0,
pydata__xarray-4094,0.3,7,137,none,0,0,7,0,0,0.0,0,0,0,
pylint-dev__pylint-6506,0.3,7,137,none,1,1,2,2,1,1.0,0,0,0,
pytest-dev__pytest-5227,0.3,7,137,none,0,0,7,0,0,0.0,0,0,0,
pytest-dev__pytest-7220,0.3,7,137,none,0,0,7,0,0,0.0,0,0,0,
pytest-dev__pytest-7490,0.3,7,137,none,0,0,7,0,0,0.0,0,0,0,
scikit-learn__scikit-learn-13496,0.3,7,137,none,0,0,7,0,0,0.0,0,0,0,
scikit-learn__scikit-learn-13584,0.3,7,137,none,0,0,7,0,0,0.0,0,0,0,
scikit-learn__scikit-learn-15535,0.3,7,137,none,0,0,7,0,0,0.0,0,0,0,
sphinx-doc__sphinx-10451,0.3,7,137,none,0,0,7,0,0,0.0,0,0,0,
sphinx-doc__sphinx-8474,0.3,7,137,none,0,0,7,0,0,0.0,0,0,0,
sphinx-doc__sphinx-8506,0.3,7,137,none,0,0,7,0,0,0.0,0,0,0,
sphinx-doc__sphinx-8595,0.3,7,137,none,1,1,7,7,1,0.1667,0,0,0,
sphinx-doc__sphinx-8801,0.3,7,137,none,0,0,7,0,0,0.0,0,0,0,
sympy__sympy-11870,0.3,7,137,none,1,1,2,2,1,1.0,0,0,0,
sympy__sympy-13915,0.3,7,137,none,0,0,7,0,0,0.0,0,0,0,
sympy__sympy-14308,0.3,7,137,none,0,0,7,0,0,0.0,0,0,0,
sympy__sympy-16281,0.3,7,137,none,0,0,7,0,0,0.0,0,0,0,
sympy__sympy-18199,0.3,7,137,none,1,1,1,1,0,0.0,0,0,0,
sympy__sympy-18698,0.3,7,137,none,1,1,2,2,1,1.0,0,0,0,
sympy__sympy-21055,0.3,7,137,none,0,0,7,0,0,0.0,0,0,0,
sympy__sympy-21612,0.3,7,137,none,1,1,2,2,1,1.0,0,0,0,
sympy__sympy-23191,0.3,7,137,none,0,0,7,0,0,0.0,0,0,0,
astropy__astropy-14182,0.3,7,2024,none,1,1,2,2,1,1.0,0,0,0,
django__django-11815,0.3,7,2024,none,0,0,7,0,0,0.0,0,0,0,
django__django-12184,0.3,7,2024,none,1,1,2,2,1,1.0,0,0,0,
django__django-12284,0.3,7,2024,none,1,1,1,1,0,0.0,0,0,0,
django__django-13158,0.3,7,2024,none,0,0,7,0,0,0.0,0,0,0,
django__django-13265,0.3,7,2024,none,0,0,7,0,0,0.0,0,0,0,
django__django-13757,0.3,7,2024,none,1,1,1,1,0,0.0,0,0,0,
django__django-13925,0.3,7,2024,none,0,0,7,0,0,0.0,0,0,0,
django__django-14017,0.3,7,2024,none,1,1,5,5,1,0.25,0,0,0,
django__django-14238,0.3,7,2024,none,1,1,1,1,0,0.0,0,0,0,
django__django-14382,0.3,7,2024,none,1,1,1,1,0,0.0,0,0,0,
django__django-14999,0.3,7,2024,none,1,1,6,6,1,0.2,0,0,0,
django__django-15347,0.3,7,2024,none,0,0,7,0,0,0.0,0,0,0,
django__django-15695,0.3,7,2024,none,0,0,7,0,0,0.0,0,0,0,
django__django-15814,0.3,7,2024,none,0,0,7,0,0,0.0,0,0,0,
django__django-15819,0.3,7,2024,none,1,1,4,4,1,0.3333,0,0,0,
django__django-16046,0.3,7,2024,none,0,0,7,0,0,0.0,0,0,0,
django__django-16595,0.3,7,2024,none,0,0,7,0,0,0.0,0,0,0,
django__django-16910,0.3,7,2024,none,0,0,7,0,0,0.0,0,0,0,
matplotlib__matplotlib-23299,0.3,7,2024,none,1,1,1,1,0,0.0,0,0,0,
